product_id,price,freight_value,sku,category_name,created_at,updated_at,description,name,active,seller_id,status
68,6428,1,Tenetur.,GardenIndustrialClothing,12.10.2023,09.11.2023 14:33:44,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Awesome Rubber Ball,True,0,Awesome
69,8581,1,Voluptatem.,BeautyComputersHome,20.11.2022,10.11.2023 07:03:25,The Football Is Good For Training And Recreational Purposes,Incredible Fresh Pants,True,0,Rustic
70,5306,2,Quis.,MusicTools,21.06.2023,09.11.2023 19:50:32,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Refined Wooden Fish,True,0,Gorgeous
71,6542,4,Harum.,ToysTools,14.02.2023,09.11.2023 20:43:40,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Generic Wooden Gloves,True,0,Small
72,7942,0,Sint.,ElectronicsHomeKidsGroceryAutomotive,29.09.2023,10.11.2023 09:39:05,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Gorgeous Cotton Bike,True,0,Fantastic
73,9622,4,Ipsam.,ElectronicsKidsIndustrialGames,28.07.2023,09.11.2023 23:14:24,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Small Concrete Ball,True,0,Incredible
74,709,3,Esse.,Kids,25.12.2022,09.11.2023 21:14:08,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Small Soft Chips,True,0,Gorgeous
75,7937,4,Voluptates.,HealthGardenKidsElectronics,17.09.2023,09.11.2023 17:40:04,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Awesome Steel Towels,True,0,Refined
76,8996,4,Sunt.,BabyShoesTools,24.02.2023,10.11.2023 00:18:12,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Generic Steel Fish,True,0,Fantastic
77,4064,5,Minima.,ToysOutdoorsMusicBooksComputers,19.10.2023,10.11.2023 07:07:50,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Handcrafted Concrete Chips,True,0,Incredible
78,3763,4,Deserunt.,GamesHomeJewelery,09.03.2023,09.11.2023 19:44:59,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Awesome Metal Table,True,0,Handmade
79,3789,3,Sint.,ToolsGardenGamesMovies,04.07.2023,09.11.2023 18:10:44,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Gorgeous Plastic Keyboard,True,0,Gorgeous
80,3925,2,Ipsa.,BooksAutomotive,21.06.2023,10.11.2023 04:21:35,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Practical Fresh Shoes,True,0,Gorgeous
81,4685,1,Voluptatem.,BabyGroceryIndustrial,15.12.2022,10.11.2023 05:56:36,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Tasty Metal Hat,True,0,Rustic
82,4325,4,Est.,IndustrialToys,08.04.2023,09.11.2023 14:20:26,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Handcrafted Soft Hat,True,0,Sleek
83,9283,5,In.,JeweleryGames,10.09.2023,09.11.2023 16:57:13,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Handcrafted Cotton Hat,True,0,Intelligent
84,9899,5,Harum.,ToolsBooks,10.12.2022,09.11.2023 23:46:35,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Fantastic Granite Chicken,True,0,Intelligent
85,7164,5,Quas.,Automotive,19.08.2023,09.11.2023 19:18:46,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Ergonomic Granite Table,True,0,Sleek
86,3134,0,Hic.,ToysBabyHome,01.02.2023,10.11.2023 07:49:42,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Practical Plastic Shirt,True,0,Incredible
87,1077,3,Qui.,Outdoors,22.07.2023,09.11.2023 17:02:38,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Practical Fresh Car,True,0,Tasty
88,8065,2,Tenetur.,BeautyMusicComputersClothing,22.07.2023,09.11.2023 17:16:58,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Awesome Cotton Salad,True,0,Fantastic
89,5409,1,Voluptatem.,IndustrialGames,23.11.2022,10.11.2023 08:31:34,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Refined Frozen Mouse,True,0,Awesome
90,3787,2,Quae.,Kids,24.11.2022,09.11.2023 21:51:37,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Rustic Concrete Cheese,True,0,Sleek
91,9857,2,Molestiae.,ShoesOutdoors,15.09.2023,10.11.2023 10:49:13,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Gorgeous Rubber Bacon,True,0,Awesome
92,2112,0,Vel.,Jewelery,20.06.2023,09.11.2023 14:36:56,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Incredible Wooden Towels,True,0,Generic
93,926,2,In.,ClothingGames,07.07.2023,10.11.2023 10:18:08,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Practical Plastic Shirt,True,0,Small
94,2529,2,Quisquam.,BeautyGroceryComputers,15.06.2023,10.11.2023 12:11:28,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Tasty Soft Ball,True,0,Tasty
95,8074,0,Aut.,KidsJeweleryBabyBaby,30.04.2023,09.11.2023 19:31:07,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Handcrafted Plastic Gloves,True,0,Sleek
96,2866,2,Dolorem.,ToolsKids,02.11.2023,10.11.2023 07:57:34,The Football Is Good For Training And Recreational Purposes,Incredible Soft Shoes,True,0,Fantastic
97,6410,2,Enim.,Outdoors,26.09.2023,10.11.2023 07:33:35,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Tasty Metal Towels,True,0,Ergonomic
98,4551,1,Rem.,Clothing,13.06.2023,09.11.2023 18:09:48,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Incredible Concrete Hat,True,0,Practical
99,6261,3,Nulla.,GardenGardenKidsClothing,16.07.2023,10.11.2023 12:52:23,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Gorgeous Steel Bike,True,0,Intelligent
100,8982,0,Tempora.,HomeSportsGamesElectronics,20.10.2023,10.11.2023 08:51:40,The Football Is Good For Training And Recreational Purposes,Sleek Cotton Chicken,True,0,Generic
101,3009,2,Fuga.,ElectronicsMovies,22.01.2023,09.11.2023 18:51:56,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Fantastic Steel Fish,True,0,Ergonomic
102,2759,4,Eos.,SportsHealthClothing,03.05.2023,09.11.2023 14:53:58,The Football Is Good For Training And Recreational Purposes,Sleek Plastic Hat,True,0,Intelligent
103,9642,1,Asperiores.,BeautyMusicAutomotiveBaby,04.07.2023,10.11.2023 05:04:31,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Incredible Rubber Keyboard,True,0,Practical
104,7381,0,Odit.,ToysGroceryTools,26.11.2022,10.11.2023 03:45:35,The Football Is Good For Training And Recreational Purposes,Refined Concrete Bike,True,0,Small
105,9809,2,Aut.,ClothingOutdoorsJeweleryGarden,27.07.2023,10.11.2023 01:06:44,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Sleek Fresh Chicken,True,0,Handcrafted
106,8698,4,Nobis.,GroceryBooks,25.01.2023,10.11.2023 00:23:28,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Intelligent Frozen Cheese,True,0,Ergonomic
107,9277,5,Natus.,Outdoors,18.01.2023,10.11.2023 04:32:44,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Refined Rubber Sausages,True,0,Unbranded
108,2719,2,Sapiente.,MusicIndustrialTools,26.03.2023,09.11.2023 15:06:51,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Practical Plastic Chair,True,0,Incredible
109,9060,1,Qui.,ToolsHomeElectronicsElectronicsAutomotive,19.10.2023,10.11.2023 05:59:05,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Small Cotton Ball,True,0,Unbranded
110,42,2,Ullam.,BeautyOutdoorsMusicMusic,29.10.2023,10.11.2023 13:19:52,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Small Concrete Pants,True,0,Fantastic
111,2946,3,Quas.,AutomotiveTools,08.03.2023,10.11.2023 12:49:07,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Unbranded Frozen Gloves,True,0,Gorgeous
112,4818,4,Dolores.,GardenSportsHealthBooks,16.01.2023,10.11.2023 09:24:58,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Rustic Granite Soap,True,0,Rustic
113,3115,3,Sequi.,BabyGarden,20.01.2023,09.11.2023 23:55:53,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Licensed Frozen Pants,True,0,Intelligent
114,9383,4,Reprehenderit.,HealthMusic,09.07.2023,10.11.2023 07:29:41,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Sleek Rubber Chips,True,0,Gorgeous
115,9027,2,Maxime.,MoviesShoesAutomotiveElectronics,14.08.2023,10.11.2023 10:18:44,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Gorgeous Fresh Computer,True,0,Handmade
116,8151,0,Nulla.,ComputersOutdoorsClothing,21.11.2022,09.11.2023 23:44:49,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Ergonomic Metal Salad,True,0,Licensed
117,8817,1,Et.,SportsClothingToysGames,12.03.2023,09.11.2023 18:12:51,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Generic Metal Salad,True,0,Rustic
118,9153,0,Placeat.,OutdoorsHealthJewelery,07.06.2023,10.11.2023 07:20:07,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Ergonomic Wooden Chair,True,0,Fantastic
119,7020,3,Reprehenderit.,MusicIndustrialBooksBooks,06.06.2023,10.11.2023 13:14:55,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Ergonomic Rubber Computer,True,0,Sleek
120,9868,3,Molestiae.,ToolsShoesAutomotive,26.10.2023,10.11.2023 05:56:57,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Gorgeous Steel Tuna,True,0,Sleek
121,8942,1,Fugit.,ComputersElectronicsBeautyClothing,26.07.2023,09.11.2023 19:28:49,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Gorgeous Wooden Ball,True,0,Fantastic
122,5631,3,Consequuntur.,IndustrialBooksElectronicsIndustrialClothing,23.05.2023,10.11.2023 09:40:07,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Ergonomic Soft Salad,True,0,Unbranded
123,549,2,Nulla.,MoviesElectronics,01.12.2022,09.11.2023 22:11:39,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Handmade Concrete Pants,True,0,Awesome
124,3425,2,Voluptates.,SportsAutomotive,28.03.2023,10.11.2023 12:08:30,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Sleek Frozen Pizza,True,0,Ergonomic
125,6183,0,Et.,Home,05.02.2023,09.11.2023 15:31:34,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fantastic Plastic Pizza,True,0,Intelligent
126,6700,5,Qui.,Toys,15.09.2023,09.11.2023 18:30:30,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Rustic Frozen Chips,True,0,Incredible
127,5565,0,Delectus.,Tools,06.09.2023,09.11.2023 18:34:51,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Handmade Wooden Pants,True,0,Unbranded
128,93,3,Earum.,BeautyIndustrialMusicToolsGames,15.06.2023,10.11.2023 13:10:02,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Sleek Wooden Fish,True,0,Small
